text,source,site
"or no suggestions from Copilot, you may have duplication detection enabled. For more information about duplication detection, see Managing GitHub Copilot policies as an individual subscriber . Manually triggering code completion You can also use keyboard shortcuts to trigger code completion. OS Trigger code completion macOS Option + Command + / Windows or Linux Ctrl + Alt + / Accepting partial suggestions If you don't want to accept an entire suggestion from Copilot, you can accept the next word of a suggestion. OS Accept next word macOS Command + → Windows or Linux Ctrl + → Next steps Learn how to write effective prompts - See Prompt engineering for GitHub Copilot Chat . Configure Copilot in your editor - You can enable or disable GitHub Copilot from within your editor, and create your own preferred keyboard shortcuts for Copilot. See Configuring GitHub Copilot in your environment . Get started with GitHub Copilot Chat - Learn how to ask Copilot for information and assistance, using GitHub Copilot Chat. See Asking GitHub Copilot questions in your IDE . Troubleshoot issues - Learn more about how to troubleshoot common issues with GitHub Copilot. See Troubleshoot GitHub Copilot . Further reading GitHub Copilot code suggestions in your IDE",https://docs.github.com/en/copilot/how-tos/get-code-suggestions/get-code-suggestions,github
GitHub Copilot Chat Cookbook - GitHub Docs Skip to main content GitHub Copilot Chat Cookbook Find examples of prompts to use with GitHub Copilot Chat. Spotlight Generating unit tests Copilot Chat can help with generating unit tests for a function. Improving code readability and maintainability Copilot Chat can suggest ways to make your code easier to understand and maintain. Debugging invalid JSON Copilot Chat can identify and resolve syntax errors or structural issues in JSON data. Explore 27 prompt articles Category : All Complexity : All Reset filters Creating diagrams GitHub Copilot Chat can help you create diagrams to better understand your data and communicate insights. Simple Extracting information Copilot Chat in GitHub can help you extract key information from issues and discussions. Simple Debugging invalid JSON Copilot Chat can identify and resolve syntax errors or structural issues in JSON data. Debugging code Intermediate Handling API rate limits Copilot Chat can help handle API rate limits by suggesting code that detects implements retry logic. Debugging code Intermediate Exploring potential feature implementations Copilot Chat can help explore different approaches for implementing a single feature. Functionality analysis Intermediate Analyzing and incorporating user feedback Copilot Chat can enhance the process of incorporating user feedback into your project. Functionality analysis Intermediate Improving code readability and maintainability Copilot Chat can suggest ways to make your code easier to understand and maintain. Refactoring code Simple Fixing lint errors Copilot Chat can suggest ways to fix issues identified by a code linter. Refactoring code Intermediate Refactoring for performance optimization Copilot Chat can suggest ways to speed up slow-running code. Refactoring code Simple Refactoring to implement a design pattern Copilot Chat can suggest design patterns that you can use to improve your code. Refactoring code Intermediate Refactoring data access layers Copilot Chat can suggest ways to decouple your,https://docs.github.com/en/copilot/tutorials/copilot-chat-cookbook,github
"data access code from your business logic, making an application easier to maintain and scale. Refactoring code Advanced Decoupling business logic from UI components Copilot Chat can help you separate your business logic from your user interface code, making it easier to maintain and scale your application. Refactoring code Advanced Handling cross-cutting concerns Copilot Chat can help you avoid code that relates to a concern other than the core concern of the method or function in which the code is located. Refactoring code Intermediate Simplifying complex inheritance hierarchies Copilot Chat can help you to refactor code to avoid classes with multiple layers of inheritance. Refactoring code Intermediate Fixing database deadlocks or data integrity issues Copilot Chat can help you avoid code that causes slow or blocked database operations, or tables with missing or incorrect data. Refactoring code Advanced Translating code to a different programming language Copilot Chat can help you rewrite code to perform the same operations but in a different programming language. Refactoring code Simple Documenting legacy code Copilot Chat can help with documenting legacy code. Documenting code Simple Explaining legacy code Copilot Chat can help with explaining unfamiliar code. Documenting code Simple Explaining complex algorithms or logic Copilot Chat can help add clear and concise documentation on complex algorithms or logic. Documenting code Intermediate Syncing documentation with code changes Copilot Chat can help with keeping code documentation up-to-date. Documenting code Intermediate Writing discussions or blog posts Copilot Chat can help you generate ideas, outline, or draft discussions or blog posts. Documenting code Simple Generating unit tests Copilot Chat can help with generating unit tests for a function. Testing code Intermediate Creating mock objects to abstract layers Copilot Chat can help with creating mock objects that you can use for unit tests. Testing code Intermediate Creating end-to-end tests for",https://docs.github.com/en/copilot/tutorials/copilot-chat-cookbook,github
a webpage Copilot Chat can help with generating end-to-end tests. Testing code Advanced Securing your repository Copilot Chat can help you to secure your repository and your code. Security analysis Simple Managing dependency updates Copilot Chat can help you get set up with Dependabot to streamline dependency updates. Security analysis Simple Finding existing vulnerabilities in code Copilot Chat can help find common vulnerabilities in your code and suggest fixes. Security analysis Intermediate,https://docs.github.com/en/copilot/tutorials/copilot-chat-cookbook,github
"GitHub Copilot coding agent - GitHub Docs Skip to main content GitHub Copilot coding agent Find out how Copilot can work on GitHub issues and raise pull requests for you to review. These articles provide how-to information for using Copilot coding agent. For an overview of Copilot coding agent, see the articles under Concepts for GitHub Copilot coding agent . Asking GitHub Copilot to create a pull request You can ask Copilot to create a pull request from the Agents page, Copilot Chat, or agentic coding tools and IDEs with Model Context Protocol (MCP) support. Using GitHub Copilot to work on an issue Learn how to assign issues to GitHub Copilot, monitor progress as Copilot works on the issue, and then use pull request review comments to prompt Copilot to iterate on its work. Tracking GitHub Copilot's sessions You can use the Agents page, Visual Studio Code and session logs to track Copilot's progress and understand its approach. Reviewing a pull request created by GitHub Copilot After Copilot creates a pull request, you should review it. You can mention @copilot to ask Copilot to make changes, or push changes yourself. Extending GitHub Copilot coding agent with the Model Context Protocol (MCP) Learn how to use the Model Context Protocol (MCP) to extend the capabilities of Copilot coding agent. Customizing the development environment for GitHub Copilot coding agent Learn how to customize GitHub Copilot's development environment with additional tools. Customizing or disabling the firewall for GitHub Copilot coding agent Learn how to control the domains and URLs that Copilot coding agent can access. Troubleshooting GitHub Copilot coding agent Learn how to resolve problems that may occur when you assign tasks to Copilot.",https://docs.github.com/en/copilot/how-tos/use-copilot-agents/coding-agent,github
Configure custom instructions for GitHub Copilot - GitHub Docs Skip to main content Configure custom instructions for GitHub Copilot Learn how to give GitHub Copilot persistent instructions and customize responses according to your needs. Adding personal custom instructions for GitHub Copilot Customize GitHub Copilot Chat responses to match your personal preferences. Adding repository custom instructions for GitHub Copilot Create a file in a repository that gives Copilot additional context for the work it does in that repository. Adding organization custom instructions for GitHub Copilot Customize GitHub Copilot Chat responses for members of your organization.,https://docs.github.com/en/copilot/how-tos/configure-custom-instructions,github
"GitHub Actions documentation - GitHub Docs Skip to main content Start here Writing workflows GitHub Actions workflows can automate tasks throughout the software development lifecycle. Tutorials for GitHub Actions Build skills and knowledge about GitHub Actions through hands-on activities. Continuous integration You can create custom continuous integration (CI) workflows directly in your GitHub repository with GitHub Actions. Publishing and installing a package with GitHub Actions You can configure a workflow in GitHub Actions to automatically publish or install a package from GitHub Packages. Popular Workflow syntax for GitHub Actions A workflow is a configurable automated process made up of one or more jobs. You must create a YAML file to define your workflow configuration. Writing workflows GitHub Actions workflows can automate tasks throughout the software development lifecycle. What's new View all Arm64 hosted runners for public repositories are now generally available August 07 GitHub Actions: New APIs and windows-latest migration notice July 31 GitHub Actions now offers M2 Pro-powered hosted runners in public preview July 17 Guides Using workflow templates GitHub provides workflow templates for a variety of languages and tooling. Publishing Node.js packages In this tutorial, you'll learn how to publish Node.js packages to a registry as part of your continuous integration (CI) workflow. Building and testing PowerShell Learn how to create a continuous integration (CI) workflow to build and test your PowerShell project. All GitHub Actions docs Get started with GitHub Actions Quickstart for GitHub Actions Understanding GitHub Actions Continuous integration Continuous deployment GitHub Actions vs GitHub Apps Concepts for GitHub Actions Workflows and actions • 11 articles GitHub Actions Runners • 8 articles Security in GitHub Actions • 7 articles About GitHub Actions metrics Billing and usage How-tos for GitHub Actions Writing workflows • 4 articles Reusing automations • 4 articles Security for GitHub Actions • 2",https://docs.github.com/en/actions,github
articles Deploying with GitHub Actions • 2 articles Creating and publishing actions • 5 articles Managing workflow runs • 10 articles Manage runners • 3 articles Monitor workflows • 6 articles Troubleshooting workflows Administering GitHub Actions • 1 articles Getting help from GitHub Support about GitHub Actions Reference for GitHub Actions Workflows and actions reference • 12 articles Runners reference • 3 articles Security reference • 3 articles Actions limits GitHub Actions Importer reference • 2 articles Tutorials for GitHub Actions Creating an example workflow Building and testing your code • 12 articles Use GITHUB_TOKEN for authentication in workflows Create actions • 2 articles Publishing packages • 4 articles Managing your work with GitHub Actions • 4 articles Store and share data with workflow artifacts Using containerized services • 4 articles Migrating to GitHub Actions • 2 articles Use Actions Runner Controller • 5 articles,https://docs.github.com/en/actions,github
"GitHub Packages documentation - GitHub Docs Skip to main content Start here Learn GitHub Packages You can find out more about using packages in GitHub, including publishing new packages to GitHub Packages, view and install existing packages, and, in special circumstances, delete existing packages. Managing GitHub packages using GitHub Actions workflows You can safely publish and consume packages by building custom workflows that can also build, test, and deploy your code. Installing a package You can install a package from GitHub Packages and use the package as a dependency in your own project. Popular Working with the npm registry You can configure npm to publish packages to GitHub Packages and to use packages stored on GitHub Packages as dependencies in an npm project. Learn GitHub Packages You can find out more about using packages in GitHub, including publishing new packages to GitHub Packages, view and install existing packages, and, in special circumstances, delete existing packages. Working with the Apache Maven registry You can configure Apache Maven to publish packages to GitHub Packages and to use packages stored on GitHub Packages as dependencies in a Java project. Guides Working with the Container registry You can store and manage Docker and OCI images in the Container registry. Working with the npm registry You can configure npm to publish packages to GitHub Packages and to use packages stored on GitHub Packages as dependencies in an npm project. Working with the RubyGems registry You can configure RubyGems to publish a package to GitHub Packages and to use packages stored on GitHub Packages as dependencies in a Ruby project with Bundler. All GitHub Packages docs Learn GitHub Packages Introduction to GitHub Packages About permissions for GitHub Packages Configuring a package's access control and visibility Connecting a repository to a package Publishing a package Viewing packages",https://docs.github.com/en/packages,github
Installing a package Deleting and restoring a package Working with a GitHub Packages registry Working with the Container registry Working with the Docker registry Working with the RubyGems registry Working with the npm registry Working with the Apache Maven registry Working with the Gradle registry Working with the NuGet registry Migrating to the Container registry from the Docker registry Managing GitHub packages using GitHub Actions workflows Publishing and installing a package with GitHub Actions Example workflows for publishing a package About GitHub Packages and GitHub Actions,https://docs.github.com/en/packages,github
"GitHub Pages documentation - GitHub Docs Skip to main content Start here Configuring a publishing source for your GitHub Pages site You can configure your GitHub Pages site to publish when changes are pushed to a specific branch, or you can write a GitHub Actions workflow to publish your site. Creating a GitHub Pages site You can create a GitHub Pages site in a new or existing repository. Managing a custom domain for your GitHub Pages site You can set up or update certain DNS records and your repository settings to point the default domain for your GitHub Pages site to a custom domain. Popular About custom domains and GitHub Pages GitHub Pages supports using custom domains, or changing the root of your site's URL from the default, like octocat.github.io, to any domain you own. About GitHub Pages and Jekyll Jekyll is a static site generator with built-in support for GitHub Pages. Troubleshooting custom domains and GitHub Pages You can check for common errors to resolve issues with custom domains or HTTPS for your GitHub Pages site. Securing your GitHub Pages site with HTTPS HTTPS adds a layer of encryption that prevents others from snooping on or tampering with traffic to your site. You can enforce HTTPS for your GitHub Pages site to transparently redirect all HTTP requests to HTTPS. Guides Creating a custom 404 page for your GitHub Pages site You can display a custom 404 error page when people try to access nonexistent pages on your site. Adding a theme to your GitHub Pages site using Jekyll You can personalize your Jekyll site by adding and customizing a theme. Troubleshooting Jekyll build errors for GitHub Pages sites You can use Jekyll build error messages to troubleshoot problems with your GitHub Pages site. All GitHub Pages docs Getting started",https://docs.github.com/en/pages,github
with GitHub Pages What is GitHub Pages? Creating a GitHub Pages site GitHub Pages limits Using custom workflows with GitHub Pages Configuring a publishing source for your GitHub Pages site Deleting a GitHub Pages site Unpublishing a GitHub Pages site Creating a custom 404 page for your GitHub Pages site Securing your GitHub Pages site with HTTPS Using submodules with GitHub Pages Troubleshooting 404 errors for GitHub Pages sites Setting up a GitHub Pages site with Jekyll About GitHub Pages and Jekyll Creating a GitHub Pages site with Jekyll Testing your GitHub Pages site locally with Jekyll Adding content to your GitHub Pages site using Jekyll Setting a Markdown processor for your GitHub Pages site using Jekyll Adding a theme to your GitHub Pages site using Jekyll About Jekyll build errors for GitHub Pages sites Troubleshooting Jekyll build errors for GitHub Pages sites Configuring a custom domain for your GitHub Pages site About custom domains and GitHub Pages Managing a custom domain for your GitHub Pages site Verifying your custom domain for GitHub Pages Troubleshooting custom domains and GitHub Pages,https://docs.github.com/en/pages,github
"Secure coding documentation - GitHub Docs Skip to main content Start here GitHub security features An overview of GitHub's security features. Quickstart for securing your repository Manage access to your code. Find and fix vulnerable code and dependencies automatically. Dependabot quickstart guide Find and fix vulnerable dependencies you rely on with Dependabot. Configuring default setup for code scanning Quickly set up code scanning to find and fix vulnerable code automatically. Popular About the secret risk assessment Learn why it's so important to understand your organization's exposure to data leaks and how the secret risk assessment report gives an overview of your organization’s secret leak footprint. About coordinated disclosure of security vulnerabilities Vulnerability disclosure is a coordinated effort between security reporters and repository maintainers. Best practices for preventing data leaks in your organization Learn guidance and recommendations to help you avoid private or sensitive data present in your organization from being exposed. Best practices for fixing security alerts at scale Guidance on how to create successful security campaigns that engage developers and help them grow their understanding of secure coding. What's new View all Transitive dependencies are now available for Maven March 26 Guides Planning a trial of GitHub Advanced Security Make the most of your trial so you can decide whether Advanced Security products meet your business needs. Enabling secret scanning features Learn how to enable secret scanning to detect secrets that are already visible in a repository, as well as push protection to proactively secure you against leaking additional secrets by blocking pushes containing secrets. Configuring default setup for code scanning Quickly set up code scanning to find and fix vulnerable code automatically. Configuring Dependabot security updates You can use Dependabot security updates or manual pull requests to easily update vulnerable dependencies. All Secure coding docs Getting started with",https://docs.github.com/en/code-security,github
secure coding GitHub security features Dependabot quickstart guide Quickstart for securing your repository Adding a security policy to your repository Auditing security alerts Best practices for preventing data leaks in your organization Understanding GitHub secret types Trialing GitHub Advanced Security Planning a trial of GitHub Advanced Security Enabling security features in your trial enterprise Exploring your enterprise trial of GitHub Secret Protection Exploring your enterprise trial of GitHub Code Security Securing your organization Introduction to securing your organization at scale • 2 articles Enabling security features in your organization • 5 articles Managing the security of your organization • 7 articles Understanding your organization's exposure to leaked secrets • 4 articles Understanding your organization's exposure to vulnerabilities • 2 articles Fixing security alerts at scale • 4 articles Troubleshooting security configurations • 3 articles Keeping secrets secure with secret scanning Introduction to secret scanning • 4 articles Enabling secret scanning features • 3 articles Managing alerts from secret scanning • 5 articles Working with secret scanning and push protection • 6 articles Using advanced secret scanning and push protection features • 5 articles Enhance your secret detection capabilities with Copilot secret scanning • 4 articles Troubleshooting secret scanning and push protection • 1 articles Secret scanning partnership program • 1 articles Finding security vulnerabilities and errors in your code with code scanning Introduction to code scanning • 2 articles Enabling code scanning • 3 articles Creating an advanced setup for code scanning • 6 articles Managing code scanning alerts • 8 articles Managing your code scanning configuration • 18 articles Integrating with code scanning • 4 articles Troubleshooting code scanning • 21 articles Troubleshooting SARIF uploads • 6 articles Use the CodeQL CLI to secure your code Getting started with the CodeQL CLI • 6 articles Using the advanced functionality,https://docs.github.com/en/code-security,github
of the CodeQL CLI • 15 articles CodeQL CLI commands manual • 75 articles Use CodeQL inside Visual Studio Code Getting started with the CodeQL for Visual Studio Code extension • 6 articles Using the advanced functionality of the CodeQL for VS Code extension • 9 articles Troubleshooting CodeQL for VS Code • 2 articles Working with security advisories Working with global security advisories from the GitHub Advisory Database • 4 articles Working with repository security advisories • 12 articles Guidance on reporting and writing information about vulnerabilities • 4 articles Securing your software supply chain Understanding your software supply chain • 13 articles End-to-end supply chain • 4 articles Keeping your supply chain secure with Dependabot Ecosystems supported by Dependabot • 2 articles Identifying vulnerabilities in your project's dependencies with Dependabot alerts • 4 articles Prioritizing Dependabot alerts with Dependabot auto-triage rules • 4 articles Automatically updating dependencies with known vulnerabilities with Dependabot security updates • 3 articles Keeping your dependencies updated automatically with Dependabot version updates • 5 articles Working with Dependabot • 10 articles Maintaining dependencies at scale • 3 articles Troubleshooting Dependabot • 6 articles Viewing security information for your organization or enterprise About security overview Viewing security insights Assessing adoption of security features Assessing the security risk of your code Filtering alerts in security overview Exporting data from security overview Viewing metrics for Dependabot alerts Viewing metrics for secret scanning push protection Viewing metrics for pull request alerts Reviewing requests to bypass push protection,https://docs.github.com/en/code-security,github
"Keeping secrets secure with secret scanning - GitHub Docs Skip to main content Keeping secrets secure with secret scanning Let GitHub do the hard work of ensuring that tokens, private keys, and other code secrets are not exposed in your repository. Who can use this feature? Secret scanning is available for the following repository types: Public repositories on GitHub.com Organization-owned repositories on GitHub Team with GitHub Secret Protection enabled Introduction to secret scanning About secret scanning About push protection About secret scanning for partners Supported secret scanning patterns Enabling secret scanning features Enabling secret scanning for your repository Enabling push protection for your repository Enabling validity checks for your repository Managing alerts from secret scanning About secret scanning alerts Viewing and filtering alerts from secret scanning Evaluating alerts from secret scanning Resolving alerts from secret scanning Monitoring alerts from secret scanning Working with secret scanning and push protection Remediating a leaked secret in your repository Push protection for users Working with push protection from the command line Working with push protection from the REST API Working with push protection in the GitHub UI Working with push protection and the GitHub MCP server Using advanced secret scanning and push protection features Excluding folders and files from secret scanning Non-provider patterns Custom patterns Delegated bypass for push protection Enabling delegated alert dismissal for secret scanning Enhance your secret detection capabilities with Copilot secret scanning Responsible detection of generic secrets with Copilot secret scanning Enabling Copilot secret scanning's generic secret detection Responsible generation of regular expressions with Copilot secret scanning Generating regular expressions for custom patterns with Copilot secret scanning Troubleshooting secret scanning and push protection Troubleshooting secret scanning Secret scanning partnership program Secret scanning partner program",https://docs.github.com/en/code-security/secret-scanning,github
"Securing your software supply chain - GitHub Docs Skip to main content Securing your software supply chain Visualize, maintain, and secure the dependencies in your software supply chain. Understanding your software supply chain About supply chain security About the dependency graph Dependency graph supported package ecosystems Configuring the dependency graph Configuring automatic dependency submission for your repository Exporting a software bill of materials for your repository Using the dependency submission API About dependency review Configuring the dependency review action Customizing your dependency review action configuration Enforcing dependency review across an organization Exploring the dependencies of a repository Troubleshooting the dependency graph End-to-end supply chain Securing your end-to-end supply chain Best practices for securing accounts Best practices for securing code in your supply chain Best practices for securing your build system",https://docs.github.com/en/code-security/supply-chain-security,github
Keeping your supply chain secure with Dependabot - GitHub Docs Skip to main content Keeping your supply chain secure with Dependabot Monitor vulnerabilities in dependencies used in your project and keep your dependencies up-to-date with Dependabot. Ecosystems supported by Dependabot Dependabot supported ecosystems and repositories Optimizing Java packages for Dependabot updates Identifying vulnerabilities in your project's dependencies with Dependabot alerts About Dependabot alerts Configuring Dependabot alerts Viewing and updating Dependabot alerts Configuring notifications for Dependabot alerts Prioritizing Dependabot alerts with Dependabot auto-triage rules About Dependabot auto-triage rules Using GitHub preset rules to prioritize Dependabot alerts Customizing auto-triage rules to prioritize Dependabot alerts Managing alerts that have been automatically dismissed by a Dependabot auto-triage rule Automatically updating dependencies with known vulnerabilities with Dependabot security updates About Dependabot security updates Configuring Dependabot security updates Customizing pull requests for Dependabot security updates Keeping your dependencies updated automatically with Dependabot version updates About Dependabot version updates Configuring Dependabot version updates Optimizing the creation of pull requests for Dependabot version updates Customizing Dependabot pull requests to fit your processes Controlling which dependencies are updated by Dependabot Working with Dependabot Managing pull requests for dependency updates About Dependabot on GitHub Actions runners Automating Dependabot with GitHub Actions Keeping your actions up to date with Dependabot Configuring access to private registries for Dependabot Guidance for the configuration of private registries for Dependabot Configuring multi-ecosystem updates for Dependabot Dependabot options reference Setting up Dependabot to run on self-hosted action runners using the Actions Runner Controller Setting up Dependabot to run on github-hosted action runners using the Azure Private Network Maintaining dependencies at scale Best practices for maintaining dependencies Managing Dependabot on self-hosted runners Removing Dependabot access to public registries Troubleshooting Dependabot Listing dependencies configured for version updates Viewing Dependabot job logs Dependabot update pull requests no longer generated,https://docs.github.com/en/code-security/dependabot,github
Troubleshooting Dependabot errors Troubleshooting Dependabot on GitHub Actions Troubleshooting the detection of vulnerable dependencies,https://docs.github.com/en/code-security/dependabot,github
Finding security vulnerabilities and errors in your code with code scanning - GitHub Docs Skip to main content Finding security vulnerabilities and errors in your code with code scanning Keep your code secure by using code scanning to identify and fix potential security vulnerabilities and other errors in your code. Who can use this feature? Code scanning is available for the following repository types: Public repositories on GitHub.com Organization-owned repositories on GitHub Team with GitHub Code Security enabled Introduction to code scanning About code scanning About code scanning with CodeQL Enabling code scanning Configuring default setup for code scanning Evaluating default setup for code scanning Configuring default setup for code scanning at scale Creating an advanced setup for code scanning Configuring advanced setup for code scanning Customizing your advanced setup for code scanning CodeQL code scanning for compiled languages Configuring advanced setup for code scanning with CodeQL at scale Recommended hardware resources for running CodeQL Running CodeQL code scanning in a container Managing code scanning alerts About code scanning alerts Responsible use of Copilot Autofix for code scanning Disabling Copilot Autofix for code scanning Assessing code scanning alerts for your repository Resolving code scanning alerts Best practices for participating in a security campaign Fixing alerts in a security campaign Triaging code scanning alerts in pull requests Managing your code scanning configuration About the tool status page for code scanning Editing your configuration of default setup Set code scanning merge protection Enabling delegated alert dismissal for code scanning CodeQL query suites Configuring larger runners for default setup Viewing code scanning logs Actions queries for CodeQL analysis C and C++ queries for CodeQL analysis C# queries for CodeQL analysis GitHub Actions queries for CodeQL analysis Go queries for CodeQL analysis Java and Kotlin queries for CodeQL analysis JavaScript and TypeScript queries for,https://docs.github.com/en/code-security/code-scanning,github
"CodeQL analysis Python queries for CodeQL analysis Ruby queries for CodeQL analysis Rust queries for CodeQL analysis Swift queries for CodeQL analysis Integrating with code scanning About integration with code scanning Using code scanning with your existing CI system Uploading a SARIF file to GitHub SARIF support for code scanning Troubleshooting code scanning Error: ""GitHub Code Security or GitHub Advanced Security must be enabled for this repository to use code scanning"" Alerts found in generated code Code scanning analysis takes too long Automatic build failed for a compiled language C# compiler unexpectedly failing Cannot enable CodeQL in a private repository Enabling default setup takes too long Extraction errors in the database CodeQL scanned fewer lines than expected Logs are not detailed enough Error: ""No source code was seen during the build"" Error: ""is not a .ql file, .qls file, a directory, or a query pack specification"" Error: ""Out of disk"" or Error: ""Out of memory"" Error: 403 ""Resource not accessible by integration"" Results are different than expected Error: ""Server error"" Some languages were not analyzed with CodeQL advanced setup Two CodeQL workflows Unclear what triggered a workflow run Warning: ""1 issue was detected with this workflow: git checkout HEAD^2 is no longer necessary"" Warning: Detected X Kotlin files in your project that could not be processed without a build Troubleshooting SARIF uploads Upload fails because GitHub Code Security is disabled Upload was rejected because CodeQL default setup is enabled for code scanning GitHub token is required to upload SARIF results SARIF file is invalid SARIF results file is too large SARIF results exceed one or more limits",https://docs.github.com/en/code-security/code-scanning,github
"Working with security advisories - GitHub Docs Skip to main content Working with security advisories Learn how to work with security advisories on GitHub, whether you want to contribute to an existing global advisory, or create a security advisory for a repository, improving collaboration between repository maintainers and security researchers. Working with global security advisories from the GitHub Advisory Database About the GitHub Advisory database About global security advisories Browsing security advisories in the GitHub Advisory Database Editing security advisories in the GitHub Advisory Database Working with repository security advisories About repository security advisories Permission levels for repository security advisories Configuring private vulnerability reporting for a repository Configuring private vulnerability reporting for an organization Creating a repository security advisory Editing a repository security advisory Evaluating the security settings of a repository Collaborating in a temporary private fork to resolve a repository security vulnerability Publishing a repository security advisory Adding a collaborator to a repository security advisory Removing a collaborator from a repository security advisory Deleting a repository security advisory Guidance on reporting and writing information about vulnerabilities About coordinated disclosure of security vulnerabilities Best practices for writing repository security advisories Privately reporting a security vulnerability Managing privately reported security vulnerabilities",https://docs.github.com/en/code-security/security-advisories,github
"GitHub CLI documentation - GitHub Docs Skip to main content Start here Creating GitHub CLI extensions Learn how to share new GitHub CLI commands with other users by creating custom extensions for GitHub CLI. Using GitHub CLI extensions Learn how to use custom extensions written by other GitHub CLI users. Using GitHub CLI in workflows You can script with GitHub CLI in GitHub Actions workflows. Using GitHub Codespaces with GitHub CLI You can work with GitHub Codespaces directly from your command line by using gh, the GitHub command line interface. Popular CLI tasks Creating a pull request Create a pull request to propose and collaborate on changes to a repository. These changes are proposed in a branch, which ensures that the default branch only contains finished and approved work. Creating an issue Issues can be created in a variety of ways, so you can choose the most convenient method for your workflow. Adding a new SSH key to your GitHub account To configure your account on GitHub.com to use your new (or existing) SSH key, you'll also need to add the key to your account. Quickstart for repositories Learn how to create a new repository and commit your first change in 5 minutes. What's new View all GitHub CLI renews GPG signing key for Linux packages September 11 All GitHub CLI docs GitHub CLI About GitHub CLI GitHub CLI quickstart Using the GitHub CLI across GitHub platforms Creating GitHub CLI extensions Using GitHub CLI extensions GitHub CLI reference",https://docs.github.com/en/github-cli,github
"GitHub Mobile - GitHub Docs Skip to main content GitHub Mobile Triage, collaborate, and manage your work on GitHub from your mobile device. In this article About GitHub Mobile GitHub Mobile is available as an Android and iOS app. GitHub Mobile gives you a way to do high-impact work on GitHub quickly and from anywhere. GitHub Mobile is a safe and secure way to access your data through a trusted, first-party client application. With GitHub Mobile you can: Manage, triage, and clear notifications Read, review, and collaborate on issues and pull requests Edit files in pull requests Search for, browse, and interact with users, repositories, and organizations Receive a push notification when someone mentions your username Search through code in a specific repository Secure your GitHub.com account with two-factor authentication Verify your sign in attempts on unrecognized devices Use GitHub Copilot Chat to ask and receive answers to coding-related questions The following documentation contains more information about using GitHub features on GitHub Mobile. For more information about notifications for GitHub Mobile, see Configuring notifications . For more information about using GitHub code search on GitHub Mobile, see Using GitHub Code Search . For more information on two-factor authentication using GitHub Mobile, see Configuring two-factor authentication and Authenticating using GitHub Mobile . For more information about using GitHub Copilot Chat in GitHub Mobile, see Asking GitHub Copilot questions in GitHub Mobile . For more information about using GitHub Copilot Extensions in GitHub Mobile, see Extending Copilot Chat in GitHub Mobile . Installing GitHub Mobile To install GitHub Mobile for Android or iOS, see GitHub Mobile . Managing accounts You can be simultaneously signed into mobile with multiple accounts on GitHub.com, on GHE.com, and on GitHub Enterprise Server. For more information about our different products, see GitHub’s plans . GitHub Enterprise Server",https://docs.github.com/en/get-started/using-github/github-mobile,github
"uses background fetch to support push notifications, so you may experience a delay in receiving push notifications. GitHub Mobile may not work with your enterprise if you're required to access your enterprise over VPN. Signing in with social login Note Social login is only available for GitHub Free and GitHub Enterprise Cloud users You can sign in to GitHub Mobile using a supported social login provider. Currently, only Google is supported for social login on the GitHub Mobile for Android. To use this option, make sure you originally created your GitHub account using Google. For iOS users, social login with Google is not supported in GitHub Mobile. Follow the steps below to sign in to GitHub Mobile on iOS using an account that was created with Google: Open the native web browser Safari and sign in to your GitHub account. Authorize GitHub Mobile in your browser when prompted. If you are unable to sign in through your browser, you can set a password or passkey for your GitHub account on GitHub. After setting a password or passkey, use your username and password with two-factor authentication, or a passkey, to sign in to GitHub Mobile. Prerequisites for GHE.com accounts To access accounts on GitHub Enterprise Cloud with data residency using GitHub Mobile, you need to install GitHub Mobile with at least version iOS 1.182.0 or Android 1.178.0. Prerequisites for GitHub Enterprise Server accounts You must install GitHub Mobile 1.4 or later on your device to use GitHub Mobile with GitHub Enterprise Server. To use GitHub Mobile with GitHub Enterprise Server, GitHub must be version 3.0 or greater, and your enterprise owner must enable mobile support for your enterprise. For more information, see Managing GitHub Mobile for your enterprise in the GitHub Enterprise Server documentation. During the public preview for GitHub Mobile",https://docs.github.com/en/get-started/using-github/github-mobile,github
"with GitHub Enterprise Server, you must be signed in with a personal account on GitHub.com. Adding, switching, or signing out of accounts You can sign into mobile with any GitHub account, on GitHub.com, on SUBDOMAIN.ghe.com, or on GitHub Enterprise Server. At the bottom of the app, long-press Profile , then tap Add Enterprise Account . Follow the prompts to sign in. After signing in with a second account, you can switch between the accounts you're currently logged into within the app. At the bottom of the app, long-press Profile , then tap the account you want to switch to. If you no longer need to access an account using GitHub Mobile, you can sign out of that account. At the bottom of the app, long-press Profile , swipe left on the account to sign out of, then tap Sign out . Alternatively, once logged into one account, access the account switcher to log into other accounts or log out of an existing account by navigating to the Profile tab, then tapping , and then tapping Manage Accounts . Supported languages for GitHub Mobile GitHub Mobile is available in the following languages. English Spanish Japanese Brazilian Portuguese Simplified Chinese Korean German If you configure the language on your device to a supported language, GitHub Mobile will default to the language. You can change the language for GitHub Mobile in GitHub Mobile's Settings menu. Managing Universal Links for GitHub Mobile on iOS GitHub Mobile automatically enables Universal Links for iOS. When you tap any GitHub link, the destination URL will open in GitHub Mobile instead of Safari. For more information, see Universal Links on the Apple Developer site. To disable Universal Links, long-press any GitHub link, then tap Open . Every time you tap a GitHub link in the future for the",https://docs.github.com/en/get-started/using-github/github-mobile,github
